customer_id,age,salary,experience_years,department,performance_score,remote_work_days,satisfaction
150,44,97985,10,Marketing,69.1,4,10
151,26,99056,9,IT,71.5,5,1
152,32,58303,2,Sales,68.7,2,10
153,32,74207,13,Finance,68.9,2,9
154,43,90046,15,HR,55.0,3,5
155,59,44287,9,Sales,59.1,1,5
156,30,108709,28,Finance,75.9,1,6
157,68,54711,9,Finance,93.2,2,9
158,49,26954,11,Marketing,67.6,1,8
159,56,88340,29,Marketing,67.3,2,8
160,66,87101,0,Marketing,95.4,4,8
161,69,86520,4,Sales,61.7,3,1
162,49,102062,19,Sales,55.1,0,1
163,21,117974,7,HR,65.1,3,8
164,47,33574,11,Marketing,67.0,2,5
165,54,24184,0,Finance,54.0,2,9
166,40,34096,19,IT,73.5,3,2
167,56,82728,27,HR,86.4,5,9
168,62,49016,36,Sales,59.6,2,8
169,32,26246,36,HR,76.1,1,9
170,60,60558,11,HR,79.8,1,4
171,46,33381,36,HR,74.0,2,1
172,53,51455,27,HR,77.2,2,1
173,30,107263,14,IT,77.4,5,5
174,49,19018,5,Marketing,65.2,1,2
175,24,26302,19,Finance,93.0,2,8
176,68,82506,13,HR,90.0,2,10
177,39,56157,1,HR,89.3,5,5
178,45,69917,8,HR,87.2,5,5
179,19,107738,36,Marketing,56.1,3,2
180,59,111646,19,Sales,86.1,5,7
181,62,98122,25,Sales,82.9,0,8
182,23,39519,28,IT,56.6,1,10
183,45,111809,0,Sales,72.4,3,1
184,45,102487,34,HR,78.3,0,2
185,61,71819,5,HR,95.0,2,10
186,61,95910,36,HR,83.7,2,4
187,37,86324,4,IT,64.6,3,5
188,47,20408,32,HR,95.3,5,2
189,28,74379,13,Sales,75.5,2,1
190,45,40053,11,Marketing,71.9,4,9
191,42,24446,19,Marketing,71.1,3,1
192,56,15922,23,Finance,55.5,0,4
193,50,113723,33,Sales,73.7,3,2
194,18,66356,24,HR,81.0,1,4
195,44,25789,28,Marketing,70.4,5,8
196,69,112720,38,Sales,80.0,5,8
197,30,81656,30,Marketing,64.6,3,9
198,58,59028,22,HR,73.3,2,5
199,20,79484,37,Marketing,78.8,2,7
200,56,47154,19,Finance,77.3,4,3
201,23,97870,22,Finance,55.7,4,10
202,25,17336,15,Marketing,69.7,5,4
203,44,118677,7,Sales,95.1,4,10
204,26,82779,20,Sales,69.1,0,9
205,54,34029,0,Sales,75.2,4,10
206,50,74201,7,Marketing,74.0,0,10
207,68,47265,28,Sales,93.8,4,1
208,59,117916,31,HR,90.5,5,2
209,61,58872,37,Finance,84.7,5,5
210,41,61197,4,HR,63.3,0,3
211,32,70180,21,Sales,79.3,3,2
212,49,38710,33,HR,81.8,5,1
213,49,44486,0,Sales,66.6,3,10
214,41,86907,25,Marketing,64.6,2,3
215,58,86895,9,HR,95.5,0,1
216,69,79435,29,Marketing,71.4,5,1
217,66,55631,17,Marketing,94.4,1,1
218,66,116532,16,IT,87.0,2,8
219,69,35103,25,Sales,79.9,3,3
220,29,79772,7,Finance,80.4,5,1
221,56,29382,39,Sales,58.2,0,7
222,19,99291,11,Finance,77.5,4,10
223,20,116195,26,Sales,92.0,1,3
224,66,18756,7,Marketing,83.2,3,8
225,54,35609,24,HR,76.9,2,4
226,66,31478,3,HR,95.5,0,4
227,34,115978,32,IT,72.8,1,5
228,66,54666,0,Finance,67.6,0,6
229,19,90683,18,Finance,76.8,5,7
230,19,114097,30,Finance,84.2,4,4
231,45,115420,15,Marketing,54.4,2,8
232,40,86315,13,Finance,78.4,0,6
233,54,92834,4,HR,84.7,3,1
234,49,29153,25,Marketing,71.8,5,1
235,50,91325,27,Sales,88.3,5,9
236,18,27999,1,Finance,82.7,2,10
237,36,70318,5,Finance,100.7,5,6
238,19,15814,8,Sales,66.0,3,10
239,61,91077,32,Finance,85.0,0,8
240,43,105474,24,Sales,62.8,2,7
241,49,17443,12,Marketing,55.6,5,6
242,23,90993,8,HR,50.6,5,4
243,49,90916,12,Sales,81.5,3,7
244,21,88319,30,IT,77.2,4,9
245,28,32368,10,Sales,69.3,4,10
246,34,30328,3,Finance,53.7,5,10
247,55,71942,33,Marketing,66.7,0,7
248,41,106751,37,Marketing,75.0,2,1
249,22,114131,3,Sales,84.5,5,10
250,69,42306,37,HR,74.8,1,9
251,51,100451,18,IT,78.0,2,4
252,23,54915,5,Marketing,70.5,4,3
253,39,52219,33,Finance,96.0,5,4
254,28,95879,17,Finance,62.8,3,4
255,65,79644,12,HR,66.6,1,10
256,33,75279,22,Marketing,69.1,5,2
257,50,68028,18,Sales,81.5,0,1
258,26,119263,10,Finance,62.5,1,10
259,23,15126,0,HR,76.6,5,1
260,33,67329,23,Marketing,77.0,0,8
261,46,42632,6,Marketing,66.7,1,2
262,20,80310,24,Marketing,79.0,0,10
263,37,70176,20,Marketing,62.9,0,5
264,53,101066,14,Marketing,61.6,1,4
265,36,59327,0,Finance,76.2,1,8
266,43,83904,11,HR,55.1,0,2
267,20,18797,6,Marketing,49.3,4,10
268,36,62882,14,IT,81.4,1,9
269,37,28718,20,IT,87.6,5,7
270,49,49560,18,HR,69.4,2,7
271,24,91589,28,Sales,67.0,3,1
272,69,37116,24,Sales,87.1,0,2
273,58,51244,32,Sales,61.3,0,4
274,50,116721,31,IT,58.6,3,4
275,57,16645,34,Sales,83.5,4,3
276,56,62523,37,Finance,75.1,3,7
277,35,34256,25,Marketing,87.8,1,8
278,57,116376,10,IT,49.3,3,2
279,18,115158,34,HR,58.2,0,4
280,28,68173,7,HR,75.2,3,3
281,45,52430,13,Marketing,80.0,2,2
282,42,54282,9,IT,85.2,5,6
283,67,78374,1,Sales,77.1,1,4
284,40,83244,8,Sales,77.0,3,6
285,48,26694,2,Finance,70.3,0,2
286,47,71264,20,Finance,94.1,5,4
287,59,90060,25,Sales,61.8,1,6
288,52,112416,7,HR,79.3,0,5
289,24,72545,1,HR,63.1,4,3
290,33,54224,5,Finance,81.4,2,8
291,43,117516,27,Marketing,62.6,4,7
292,65,112945,28,Sales,83.9,2,3
293,69,28224,25,Finance,76.3,3,6
294,66,55738,24,Finance,95.9,1,4
295,19,40150,11,Sales,71.6,3,5
296,18,78731,4,Sales,80.1,2,5
297,65,64688,33,HR,65.6,2,7
298,29,114929,36,Marketing,71.5,2,5
299,22,88509,14,Marketing,76.3,5,3
300,54,23577,35,Sales,56.7,0,10
301,49,23070,14,IT,58.0,1,5
302,26,23666,22,Finance,82.2,3,7
303,58,72761,5,Finance,73.2,3,5
304,52,51368,20,Sales,67.9,4,5
305,36,21783,22,IT,66.2,2,9
306,65,56914,15,HR,66.6,2,3
307,33,85507,14,Sales,76.4,2,6
308,20,94026,24,Sales,80.3,3,1
309,37,82526,35,Finance,49.9,4,10
310,41,85835,10,Sales,92.0,0,5
311,50,60765,14,Sales,91.1,5,8
312,41,34956,3,Sales,47.0,1,5
313,69,102895,20,Finance,88.0,0,9
314,28,61240,12,HR,87.7,3,6
315,66,52148,21,HR,75.0,5,8
316,25,109270,18,Sales,59.4,5,10
317,53,19757,33,Finance,87.2,5,8
318,55,34097,13,HR,72.1,2,3
319,57,25395,3,HR,81.6,1,7
320,37,31241,26,HR,101.6,3,7
321,52,118892,28,Finance,78.0,3,10
322,65,42696,27,Finance,64.0,5,6
323,42,85480,34,Sales,71.0,3,7
324,52,61163,7,Marketing,65.5,1,2
325,42,34816,15,HR,80.2,1,9
326,46,64840,35,Marketing,65.3,4,10
327,35,117547,29,Finance,69.3,4,10
328,63,67853,17,Finance,59.6,0,1
329,35,39917,1,Finance,73.4,1,1
330,19,111731,12,Marketing,77.1,1,3
331,52,36566,3,Finance,42.8,1,3
332,33,90452,25,Sales,78.1,4,1
333,58,77823,24,Finance,74.5,5,7
334,53,35806,29,IT,65.8,5,4
335,50,90520,10,Marketing,99.3,3,10
336,21,16759,6,IT,86.5,5,2
337,50,56949,30,Finance,61.8,2,10
338,31,107374,9,Sales,85.1,4,5
339,38,17482,38,HR,89.9,1,6
340,65,39442,12,Finance,76.6,5,9
341,37,48719,30,Sales,79.3,4,4
342,25,73066,6,Marketing,79.1,5,2
343,24,108501,35,IT,50.0,0,5
344,20,17079,19,IT,72.8,1,3
345,34,17717,3,IT,72.1,0,2
346,50,74676,6,Marketing,92.2,1,1
347,65,42952,0,Sales,79.0,4,10
348,29,101444,12,Marketing,71.4,3,2
349,68,57460,21,IT,73.9,5,6
350,39,105397,20,Finance,87.3,5,8
351,39,87847,21,HR,72.8,2,3
352,63,108607,27,Marketing,66.6,0,9
353,47,104106,8,Marketing,71.7,5,9
354,55,33449,25,Sales,86.3,4,2
355,55,48536,8,Sales,81.0,3,8
356,62,79077,14,Marketing,75.5,4,10
357,68,53258,9,IT,77.3,0,5
358,25,63302,23,HR,68.3,2,4
359,44,43865,7,Sales,72.7,5,10
360,44,21645,23,IT,67.0,4,5
361,51,53000,15,Finance,71.5,1,4
362,38,41737,25,Sales,91.2,3,8
363,47,26485,26,IT,62.1,4,4
364,50,53565,36,IT,66.7,3,10
365,45,40522,3,HR,59.9,5,6
366,64,80155,23,HR,57.3,1,2
367,50,70168,18,Finance,72.8,2,5
368,22,67487,35,IT,67.6,2,6
369,65,27342,38,IT,96.1,1,5
370,36,55806,9,HR,71.6,3,2
371,21,63770,24,Sales,90.5,5,7
372,52,93623,17,Sales,86.6,4,4
373,66,118177,18,Marketing,72.5,1,8
374,34,114785,35,HR,100.3,0,7
375,61,90629,9,Marketing,78.2,3,7
376,45,67603,32,HR,93.2,2,9
377,47,96974,4,Finance,91.8,1,1
378,46,41399,34,IT,80.0,2,10
379,63,100382,33,Finance,84.0,3,6
380,23,96244,32,HR,82.5,2,6
381,52,91534,20,IT,61.3,1,6
382,58,70106,16,Sales,75.7,3,6
383,54,45678,21,Sales,87.9,0,10
384,41,91218,36,Marketing,93.3,1,7
385,46,78230,14,HR,66.4,4,10
386,66,89055,34,HR,81.3,5,6
387,63,71373,27,Sales,76.8,1,1
388,48,46480,6,Finance,73.6,3,3
389,52,100230,31,IT,79.3,5,2
390,50,83836,10,Finance,77.6,1,6
391,69,87258,9,Finance,81.5,0,8
392,38,54986,8,Sales,92.3,0,3
393,49,39160,13,Sales,84.4,4,10
394,40,100595,12,Sales,78.7,2,8
395,50,116358,24,Marketing,97.4,5,8
396,20,94111,1,Finance,88.3,3,5
397,35,79929,34,HR,73.9,3,8
398,42,88506,6,IT,60.4,2,6
399,59,49911,20,Marketing,63.1,0,5
400,48,102127,17,HR,86.2,0,9
401,20,46821,2,Finance,67.4,1,7
402,57,90039,38,Sales,62.9,4,8
403,63,75535,10,Finance,65.9,5,1
404,41,99458,38,IT,66.8,4,2
405,67,27175,23,Marketing,85.2,4,8
406,49,69771,18,Marketing,73.1,1,9
407,64,101925,3,IT,58.5,4,4
408,39,81358,25,HR,75.4,2,10
409,40,32327,37,HR,77.7,1,10
410,19,62057,31,Marketing,69.2,2,9
411,44,21150,38,Marketing,88.9,1,4
412,59,19425,35,Sales,69.9,4,10
413,19,31032,39,HR,88.3,2,10
414,43,17198,36,IT,82.2,2,10
415,34,75500,32,HR,86.1,2,9
416,57,68394,35,Sales,61.8,1,7
417,50,35079,2,Marketing,76.2,3,2
418,26,51220,8,Marketing,74.4,4,9
419,60,56874,7,Sales,57.9,2,4
420,65,28859,32,IT,88.3,5,8
421,56,65460,5,Marketing,65.2,3,7
422,46,46419,38,Finance,67.7,5,7
423,59,23705,3,Marketing,62.8,4,8
424,43,57880,12,Finance,83.4,4,1
425,52,38236,1,Sales,56.7,2,5
426,67,102955,4,Sales,82.4,2,2
427,42,100514,26,Marketing,87.5,1,2
428,41,118145,31,HR,81.4,3,1
429,30,30358,20,Finance,83.6,3,5
430,24,114713,7,IT,84.1,2,2
431,53,109914,37,Marketing,63.6,4,4
432,62,117870,7,IT,92.2,2,3
433,37,91918,2,Marketing,69.5,4,3
434,18,29596,2,HR,74.2,4,2
435,25,48572,21,HR,71.0,2,6
436,63,93757,5,HR,80.9,0,2
437,33,16279,1,HR,68.5,3,8
438,31,78197,22,Sales,75.8,5,8
439,29,77516,1,Sales,60.2,4,5
440,68,22083,37,Finance,89.0,4,10
441,40,32771,16,IT,83.0,0,7
442,32,44975,34,Marketing,71.5,5,4
443,45,60648,33,Marketing,69.4,1,1
444,51,63285,22,Sales,82.7,0,2
445,19,34063,29,Marketing,66.5,5,10
446,49,82642,7,Sales,76.5,0,10
447,40,105093,21,Finance,88.9,4,4
448,39,101143,35,IT,65.3,3,1
449,68,52599,4,Finance,79.4,0,8
450,42,66920,12,HR,78.8,1,9
451,39,43529,28,HR,73.8,2,4
452,39,50954,30,HR,69.0,5,10
453,66,42856,15,Finance,89.6,0,3
454,69,17573,29,Marketing,67.8,0,2
455,59,93344,15,IT,53.3,1,5
456,23,50367,11,HR,82.7,3,3
457,32,117337,16,HR,60.6,0,10
458,60,114608,15,HR,83.3,0,7
459,54,75774,11,IT,91.0,3,6
460,50,38752,7,HR,82.6,1,1
461,25,70029,19,IT,87.9,5,8
462,61,32685,2,HR,99.2,5,2
463,61,66693,15,Finance,86.6,0,5
464,22,70961,29,Finance,79.0,3,9
465,56,91908,22,IT,94.6,0,8
466,21,89532,27,Finance,96.1,2,2
467,23,96994,39,IT,96.2,5,9
468,62,71133,4,Finance,69.1,4,5
469,49,112425,19,Finance,58.8,2,10
470,69,76268,39,IT,68.4,0,6
471,47,107201,0,Marketing,83.4,1,3
472,64,53243,29,Finance,76.9,5,3
473,52,72384,20,HR,72.5,4,10
474,57,46653,19,Marketing,81.7,2,8
475,69,41657,5,IT,57.4,5,10
476,33,54952,21,Marketing,76.7,3,10
477,30,37180,17,Sales,88.4,1,2
478,67,112432,7,Sales,81.6,2,2
479,59,93411,38,Finance,83.3,3,5
480,47,16622,31,Finance,94.2,0,6
481,36,63756,32,HR,74.2,3,2
482,34,55809,15,Marketing,67.2,2,5
483,36,31725,11,Sales,89.3,2,7
484,45,76396,37,Finance,89.1,0,10
485,43,66226,33,Marketing,81.7,3,10
486,54,96182,13,Finance,73.1,3,8
487,43,97565,35,Finance,75.0,0,7
488,40,44402,32,Sales,59.7,3,8
489,26,19263,22,Sales,88.4,5,9
490,29,111523,1,Finance,87.9,0,5
491,18,61828,20,IT,59.3,1,5
492,18,62924,1,Finance,85.4,2,10
493,64,89182,26,Finance,79.8,1,4
494,51,108065,8,HR,62.7,5,9
495,49,74052,0,HR,60.5,5,5
496,65,26664,10,HR,79.5,4,2
497,42,50737,2,IT,70.2,4,10
498,57,116332,22,IT,96.8,4,8
499,62,104563,25,Finance,86.4,0,7
500,18,44373,3,HR,80.7,3,8
501,33,51397,17,IT,81.3,5,3
502,56,101145,5,Sales,91.0,1,4
503,22,116371,34,Finance,85.2,1,5
504,39,53709,21,Marketing,81.0,1,6
505,46,76120,14,Finance,63.2,1,1
506,20,34250,21,Marketing,111.7,4,4
507,29,36172,36,HR,61.8,1,10
508,43,26555,11,Marketing,71.2,3,5
509,33,102410,37,HR,55.1,4,7
510,68,93617,17,Sales,81.5,1,5
511,54,68276,34,Marketing,76.8,0,1
512,39,72492,29,Finance,84.2,2,7
513,46,68002,23,HR,54.1,2,8
514,31,104599,29,Finance,88.4,2,7
515,45,87355,13,IT,65.3,4,4
516,22,106248,5,HR,73.2,1,8
517,64,39762,2,Marketing,86.2,5,5
518,66,26046,15,HR,78.1,5,10
519,47,111999,6,Finance,79.0,5,9
520,63,43769,13,Sales,84.6,4,10
521,69,68302,8,HR,80.1,3,5
522,22,38150,14,Marketing,70.9,0,1
523,29,83247,20,IT,73.0,0,9
524,33,19853,34,Sales,77.5,2,5
525,43,109613,1,IT,64.3,2,6
526,43,104399,26,HR,87.0,5,4
527,65,36792,1,Finance,78.5,5,6
528,38,74129,34,Finance,75.9,2,8
529,56,89478,17,Marketing,89.3,1,3
530,53,82298,13,Finance,73.6,3,5
531,50,46987,19,Sales,72.8,3,2
532,47,30850,17,Finance,69.2,3,2
533,54,27112,9,Marketing,79.1,3,7
534,40,39058,24,HR,78.7,2,10
535,27,60420,1,HR,67.0,0,10
536,22,53890,24,Finance,72.9,2,10
537,53,81017,32,IT,67.1,3,6
538,51,62304,35,HR,66.5,2,4
539,69,47921,30,Finance,54.2,3,5
540,48,16524,13,Marketing,72.2,4,1
541,27,115424,0,Finance,54.6,5,7
542,36,30048,15,HR,69.4,0,8
543,49,50111,2,Marketing,67.6,4,9
544,18,52904,34,Finance,87.6,1,8
545,22,69912,5,Sales,62.8,2,5
546,62,49008,24,Marketing,65.9,1,3
547,21,15060,12,Sales,70.4,2,10
548,33,89666,33,IT,68.0,5,9
549,41,98559,7,Marketing,91.4,4,6
550,33,70337,20,Sales,61.3,5,5
551,19,28350,33,HR,70.4,3,3
552,66,39354,3,HR,79.0,5,6
553,45,60186,24,IT,85.6,5,3
554,49,43145,14,Marketing,70.4,3,10
555,44,49020,3,Marketing,52.0,2,6
556,37,101123,11,Marketing,73.2,3,4
557,41,90186,31,IT,91.2,4,2
558,29,100469,31,Marketing,78.4,5,8
559,67,35581,27,HR,77.8,3,4
560,52,103929,12,Sales,62.2,5,9
561,50,38051,30,HR,61.0,4,7
562,50,66474,13,HR,75.2,1,2
563,68,106748,19,Sales,57.9,4,4
564,60,84626,17,HR,84.4,0,5
565,54,21960,28,IT,64.8,0,3
566,29,50772,5,Sales,74.7,0,9
567,20,36520,31,HR,52.4,5,5
568,18,64481,28,Finance,70.3,2,2
569,50,51408,1,HR,60.8,2,3
570,57,109006,22,IT,47.1,2,9
571,27,72134,18,Marketing,81.5,5,7
572,60,35491,30,HR,94.7,4,2
573,61,16341,4,Marketing,88.6,2,9
574,46,59623,18,Finance,83.2,1,4
575,30,105327,33,HR,70.0,0,9
576,29,15338,9,Sales,84.7,4,2
577,48,86431,24,Marketing,89.7,0,10
578,63,27254,1,Finance,76.6,2,4
579,19,66860,10,Sales,60.8,4,5
580,68,26344,30,Sales,69.0,3,2
581,67,16750,14,Sales,95.4,1,10
582,52,69756,8,Sales,74.1,2,1
583,40,82957,22,HR,35.1,2,7
584,34,73053,18,HR,57.4,1,10
585,43,85855,8,HR,69.9,1,1
586,25,30896,34,Finance,87.4,3,8
587,46,70761,20,Finance,71.7,2,3
588,43,77552,8,Finance,87.7,5,10
589,27,92454,27,IT,68.7,2,6
590,43,105600,6,Finance,51.4,0,7
591,51,42935,15,HR,69.1,4,10
592,68,52641,15,HR,79.1,4,1
593,58,44711,32,IT,78.1,0,6
594,24,85342,3,IT,59.9,4,7
595,21,27182,3,Finance,70.8,1,6
596,67,102833,38,Marketing,107.2,4,4
597,62,71276,39,IT,60.2,4,1
598,28,34541,16,Sales,82.9,0,9
599,46,109457,36,HR,49.8,3,4
600,53,97310,38,Sales,85.4,4,7
601,42,59813,28,HR,64.3,5,7
602,38,52198,35,HR,79.8,4,2
603,53,23820,37,IT,59.5,3,1
604,27,39070,38,IT,78.5,0,8
605,54,84768,36,Sales,64.1,3,8
606,26,26122,34,HR,66.4,0,7
607,41,95559,6,Sales,80.3,1,8
608,52,88543,26,Marketing,69.8,0,3
609,66,98441,27,Sales,79.6,1,2
610,52,56786,21,Finance,72.7,1,7
611,65,109934,13,Sales,75.8,0,8
612,53,114804,6,Finance,80.3,5,1
613,35,21737,36,Finance,70.8,2,10
614,66,51062,21,Finance,63.0,0,9
615,56,69237,4,Marketing,68.6,4,4
616,49,66571,1,Sales,89.3,5,4
617,41,40510,26,Sales,76.4,5,3
618,40,34426,20,Marketing,64.9,4,6
619,49,52265,37,HR,79.8,2,1
620,54,32850,14,IT,80.6,5,6
621,29,81150,20,Sales,81.2,1,2
622,66,102312,9,IT,63.3,2,9
623,30,104613,22,Marketing,66.8,4,2
624,40,89910,38,HR,66.9,2,7
625,42,67375,4,HR,70.7,0,1
626,52,50435,0,HR,81.5,2,7
627,58,111443,12,Marketing,78.6,1,5
628,47,72132,20,Finance,79.5,0,8
629,34,93945,25,Finance,91.2,3,4
630,66,97050,20,IT,83.3,4,10
631,37,110402,17,Finance,73.3,4,7
632,65,17983,36,Finance,60.8,2,6
633,42,112241,31,HR,66.4,5,5
634,39,35662,35,HR,71.9,0,4
635,30,38510,16,IT,84.9,3,7
636,36,93187,34,Sales,74.7,0,5
637,66,55998,10,IT,67.1,4,5
638,53,71846,20,IT,66.2,0,1
639,29,109071,25,Marketing,74.2,3,2
640,58,21640,3,Marketing,85.7,5,5
641,36,59547,33,IT,94.1,2,3
642,29,69620,17,IT,72.5,1,2
643,26,30317,39,IT,74.5,0,4
644,24,22564,34,Finance,60.4,1,4
645,45,42345,28,Marketing,98.3,4,4
646,31,109223,28,IT,58.2,2,4
647,48,94273,37,HR,89.1,2,3
648,69,89859,20,HR,70.6,0,7
649,36,95765,12,Finance,67.8,5,9
650,64,89038,16,Finance,61.7,2,5
651,33,67393,8,Sales,103.9,0,4
652,22,81081,0,Sales,77.7,0,2
653,52,117650,1,Sales,75.3,1,2
654,29,44430,28,Finance,85.6,2,5
655,42,90532,32,Finance,67.2,0,7
656,69,42788,9,Finance,75.0,1,10
657,38,110505,39,HR,75.7,3,10
658,53,63543,20,Finance,68.9,1,9
659,40,28919,27,HR,89.4,1,7
660,33,84346,10,Sales,72.4,0,5
661,56,111122,33,Sales,56.4,4,10
662,62,54974,7,Sales,71.4,4,10
663,59,31371,21,IT,78.0,5,10
664,56,60084,7,IT,64.3,4,6
665,31,44629,14,Marketing,65.2,1,3
666,48,66184,16,Marketing,68.4,5,5
667,22,76916,22,Marketing,89.7,0,8
668,52,88972,23,IT,69.2,2,1
